bus id,source,destination,distance,fare,time,day,date
306,Binnamangala,Kuvempu Nagar (BTM Layout),18336,22,18:00,Monday,15-02-2024
307,Binnamangala,Bamboo Bazaar,21977,23,06:50,Wednesday,24-02-2024
308,Binnamangala,Coles RD (Jn. Of Netaji RD),22791,23,00:30,Thursday,26-02-2024
309,Binnamangala,Venketeshpuram01,22839,23,05:50,Tuesday,05-02-2024
310,Binnamangala,Thanisandra Petrol Bunk,24341,24,20:00,Monday,20-02-2024
311,Binnamangala,RK Hegde nagar,25602,24,11:20,Wednesday,29-02-2024
312,Binnamangala,Diamond District,19817,22,10:10,Wednesday,28-02-2024
313,Binnamangala,Shivaji Nagar Bus Station,19464,23,23:50,Sunday,23-02-2024
314,Binnamangala,Vasanth Nagar (Ambedkar Bhavan,19897,23,05:50,Tuesday,03-02-2024
315,Binnamangala,K Narayanapura Cross (RK Hegde,22326,33,15:40,Sunday,09-02-2024
316,Binnamangala,RAK Apartments,21818,23,18:40,Tuesday,19-02-2024
317,Binnamangala,Thinnasandra,23058,23,07:10,Tuesday,25-02-2024
318,Binnamangala,Gubbi Cross,23841,33,04:10,Thursday,12-02-2024
319,Binnamangala,Geddalahalli,26942,39,18:20,Monday,13-02-2024
320,Binnamangala,Vidyasagar Cross (Sarai palya),20690,23,04:10,Sunday,03-02-2024
321,Binnamangala,Thinnasandra Petrol Bunk,24818,38,15:10,Saturday,01-02-2024
322,Binnamangala,Jn. Of Nagavara,23271,39,16:30,Monday,11-02-2024
323,Binnamangala,Railway Gate (Frazer Town),22800,39,01:20,Wednesday,03-02-2024
324,Binnamangala,P and T Colony,22404,45,20:10,Monday,17-02-2024
325,Binnamangala,CSI Hospital,23992,41,15:30,Thursday,24-02-2024
326,Binnamangala,Gandhi Statue (Chinnaswami),22025,32,12:00,Tuesday,26-02-2024
327,Binnamangala,Spice Garden,20934,39,01:00,Monday,11-02-2024
328,Binnamangala,Kundalahalli Gate,20534,39,03:30,Thursday,14-02-2024
329,Binnamangala,Museum road,25732,39,08:10,Sunday,07-02-2024
330,Binnamangala,Clarence School,25155,50,05:10,Saturday,08-02-2024
331,Binnamangala,Charles School Bus Stop,23192,57,09:40,Sunday,20-02-2024
332,Binnamangala,Lingarajpura,24233,47,08:10,Friday,11-02-2024
333,Binnamangala,Hosur Bande,27098,47,22:30,Sunday,27-02-2024
334,Binnamangala,Byrthi Bande,28090,41,04:00,Tuesday,26-02-2024
335,Binnamangala,Bible College,27326,58,03:10,Friday,11-02-2024
336,Binnamangala,Kadasonnapanahalli,26655,41,20:00,Sunday,19-02-2024
337,Binnamangala,Jyothi School,29363,42,21:00,Friday,25-02-2024
338,Binnamangala,Siddagunta Palya,28614,40,16:10,Wednesday,15-02-2024
339,Binnamangala,Tin Factory,28687,42,17:10,Wednesday,15-02-2024
340,Binnamangala,Kacharakanahalli,31380,42,21:00,Friday,09-02-2024
341,Binnamangala,K.R. Puram Bus Stand,28945,42,04:10,Wednesday,03-02-2024
342,Binnamangala,Siddaguntapalya Cross,28389,58,15:40,Tuesday,21-02-2024
343,Binnamangala,Trinity Circle (TAJ RESIDENCY),27525,55,09:10,Wednesday,20-02-2024
344,Binnamangala,ST John's Hospital,29433,60,08:30,Thursday,12-02-2024
345,Binnamangala,Garuda Mall,30019,65,09:40,Sunday,13-02-2024
346,Binnamangala,M.G. Road (Mayo Hall),30673,42,00:10,Tuesday,28-02-2024
347,Binnamangala,Hennur (Bagalur RD),25432,89,04:00,Monday,23-02-2024
348,Binnamangala,Kothanur,28330,41,13:40,Friday,12-02-2024
349,Binnamangala,Church Cross (Bagalur RD),29361,42,23:10,Sunday,13-02-2024
350,Binnamangala,Chakkalatti,29926,42,14:30,Thursday,13-02-2024
351,Binnamangala,Bagalur,25862,52,20:50,Monday,27-02-2024
352,Binnamangala,State Bank  (Electronic City),29853,65,07:10,Friday,20-02-2024
353,Binnamangala,Koodlu Gate,30450,42,18:40,Wednesday,29-02-2024
354,Binnamangala,Konappana Agarahara,29817,57,04:00,Tuesday,28-02-2024
355,Binnamangala,Anepalya,27664,41,20:30,Wednesday,10-02-2024
356,Binnamangala,Adugodi,27541,41,09:10,Thursday,11-02-2024
357,Binnamangala,Ayyappaswami Temple (Madiwala),27943,58,20:30,Monday,02-02-2024
358,Binnamangala,Tavakal Mosque,34067,109,21:40,Monday,17-02-2024
359,Binnamangala,Dell Complex,28911,102,16:50,Saturday,20-02-2024
360,Binnamangala,Indian Express,33730,106,16:50,Wednesday,20-02-2024
361,Binnamangala,HSR Layout (BDA Complex),38159,109,01:20,Thursday,13-02-2024
362,Binnamangala,DELL Complex (Hero Honda),30265,97,07:50,Wednesday,11-02-2024
363,Binnamangala,Singasandra,33333,44,06:20,Sunday,19-02-2024
364,Binnamangala,P.E.S. College,33674,64,16:10,Monday,08-02-2024
365,Binnamangala,Junnasandara Gate,30873,62,03:50,Saturday,07-02-2024
366,Binnamangala,Dodda Kannelli,31580,70,21:10,Friday,04-02-2024
367,Binnamangala,Ambedkar Nagar (Sarjapura Rd),31504,57,09:30,Monday,02-02-2024
368,Binnamangala,Kodathi Gate,34088,66,10:30,Friday,26-02-2024
369,Binnamangala,Shoole Kunte,34750,44,17:20,Sunday,12-02-2024
370,Binnamangala,Choudenahall Gate,37747,45,15:40,Friday,25-02-2024
371,Binnamangala,Chambenahalli Gate,35766,74,09:30,Tuesday,10-02-2024
372,Binnamangala,Depot - 15,35881,75,02:10,Tuesday,16-02-2024
373,Binnamangala,Ibbalur,32212,65,17:40,Monday,09-02-2024
374,Binnamangala,Dommasandra Circle,37521,67,17:10,Friday,18-02-2024
375,Binnamangala,Yamare Village,37794,85,00:20,Sunday,24-02-2024
376,Binnamangala,Sompura Gate,33458,72,16:50,Sunday,23-02-2024
377,Binnamangala,Sarjapura,35382,44,17:10,Thursday,03-02-2024
378,Binnamangala,Trinity Circle (Church),8994,17,13:50,Friday,24-02-2024
379,Binnamangala,Frazer Town (Post Office),27819,89,18:00,Monday,04-02-2024
380,Binnamangala,Sarai Palya (Vidyasagar Cross),26438,24,22:00,Monday,25-02-2024
381,Binnamangala,St Johns Hospital,29388,42,01:50,Friday,24-02-2024
382,Binnamangala,Krupanidhi College,28334,47,15:20,Monday,16-02-2024
383,Binnamangala,Vivek Nagar Cross,28246,40,20:10,Monday,05-02-2024
384,Binnamangala,Sonkad Gate,33518,65,22:00,Monday,11-02-2024
385,Binnamangala,Electronic City (Hosur Rd),30441,52,05:30,Sunday,13-02-2024
386,Binnamangala,Madiwala Market,27479,54,14:40,Tuesday,23-02-2024
387,Binnamangala,Byatarayanapura Police Station,25849,42,02:40,Thursday,02-02-2024
388,Binnamangala,BWSSB Quaters,21933,46,13:50,Tuesday,19-02-2024
389,Binnamangala,M.G. RD (Manipal Centre),35268,57,07:10,Wednesday,18-02-2024
390,Binnamangala,Muttanalur Cross,33184,60,18:20,Tuesday,08-02-2024
391,Benniganahalli,Philips (Ulsoor Lake),5498,15,08:20,Wednesday,20-02-2024
392,Benniganahalli,Binnamangala,4105,10,02:40,Thursday,21-02-2024
393,Benniganahalli,Cantonment RLWY Station,18586,32,12:40,Tuesday,22-02-2024
394,Benniganahalli,Depot - 10,24694,42,19:30,Monday,25-02-2024
395,Benniganahalli,Varthurkodi,26257,43,08:10,Thursday,15-02-2024
396,Benniganahalli,Marathahalli (Jn. Vartur and O,23225,42,05:10,Thursday,18-02-2024
397,Benniganahalli,Raja Rajeshwari Talkies,23163,39,18:10,Saturday,23-02-2024
398,Benniganahalli,Koramangala (Jn. Ejipura RD),24481,92,16:30,Friday,18-02-2024
399,Benniganahalli,GPO,23449,85,18:00,Wednesday,17-02-2024
400,Benniganahalli,Koramangala (80 FT RD),9332,19,00:20,Monday,11-02-2024
401,Benniganahalli,Koramangala (SONY World),7234,15,17:10,Sunday,05-02-2024
402,Benniganahalli,Kaggadasapura Jn (Big Bazaar),7071,15,10:00,Monday,12-02-2024
403,Benniganahalli,K. R. Puram Rlwy Station,9378,25,03:10,Wednesday,03-02-2024
404,Benniganahalli,ITI Bus Stop,5499,15,05:20,Tuesday,24-02-2024
405,Benniganahalli,Vannar Pete,7022,15,21:40,Thursday,13-02-2024
406,Benniganahalli,Passport Office,7641,15,22:20,Friday,17-02-2024
407,Benniganahalli,Ashwath Nagar (Telecom Colony),27997,29,21:40,Wednesday,13-02-2024
408,Benniganahalli,Hennur Bande,31229,25,12:20,Sunday,03-02-2024
409,Benniganahalli,8th Mile (Tumkur RD),25224,38,09:50,Friday,10-02-2024
410,Benniganahalli,White Field Post Office,21445,39,07:00,Tuesday,05-02-2024
411,Benniganahalli,Amanath Bank Stop,12245,24,12:20,Friday,07-02-2024
412,Benniganahalli,Hennur Cross,32945,43,06:10,Wednesday,24-02-2024
413,Benniganahalli,Venketeshpuram02,12350,20,10:40,Monday,28-02-2024
414,Benniganahalli,Govardhan Turning,13424,20,22:10,Tuesday,22-02-2024
415,Benniganahalli,M E I Factory,15267,30,06:30,Monday,23-02-2024
416,Benniganahalli,Dasarahalli (Tumkur Rd),15974,35,22:40,Wednesday,26-02-2024
417,Benniganahalli,Bowring Institute (SBI),16816,30,02:50,Tuesday,12-02-2024
418,Benniganahalli,Siddapur,22361,23,14:30,Friday,18-02-2024
419,Benniganahalli,NGV Center,12431,27,04:50,Monday,14-02-2024
420,Benniganahalli,Koramangala 1st Block,12999,20,17:00,Sunday,16-02-2024
421,Benniganahalli,Coles park,16040,30,13:00,Saturday,28-02-2024
422,Benniganahalli,Fraser town (Doddi stop),13273,20,21:20,Sunday,24-02-2024
423,Benniganahalli,MEI (Tumkur RD),14476,20,13:30,Tuesday,18-02-2024
424,Benniganahalli,Jalahalli Cross,15485,22,00:00,Sunday,10-02-2024
425,Benniganahalli,Basaveshwara Circle (L.H.),18102,22,04:10,Tuesday,07-02-2024
426,Benniganahalli,Richmond Circle (Opp Bangalore,18600,22,23:50,Thursday,25-02-2024
427,Benniganahalli,Kathariguppe,22642,37,11:50,Monday,17-02-2024
428,Benniganahalli,Madiwala Masjid,16628,35,11:10,Sunday,07-02-2024
429,Benniganahalli,Adugodi Police Quarters,17371,30,02:10,Monday,21-02-2024
430,Benniganahalli,Lake Side Hospital,19211,27,15:30,Saturday,04-02-2024
431,Benniganahalli,Bangalore Club (Richmond Circl,20141,27,03:20,Wednesday,26-02-2024
432,Benniganahalli,Domlur,21203,37,03:30,Tuesday,25-02-2024
433,Benniganahalli,Halasuru (Ulsoor) Lake,23146,37,08:30,Monday,07-02-2024
434,Benniganahalli,Yeshwantpur Junction,12802,20,16:30,Wednesday,26-02-2024
435,Benniganahalli,Brigade Road (St Patricks Chur,14905,25,18:20,Thursday,16-02-2024
436,Benniganahalli,Kogillu Cross,17043,22,19:00,Saturday,03-02-2024
437,Benniganahalli,Jeevanbhima Nagar,16145,22,16:40,Friday,13-02-2024
438,Benniganahalli,Indira Nagar Police Station,17173,32,12:10,Wednesday,04-02-2024
439,Benniganahalli,J.C. Nagar,17530,27,03:20,Monday,12-02-2024
440,Benniganahalli,K.G. Halli,12597,24,14:10,Sunday,16-02-2024
441,Benniganahalli,Govindapura Cross,9582,17,08:50,Monday,22-02-2024
442,Benniganahalli,Arabic college,9199,17,13:20,Sunday,10-02-2024
443,Benniganahalli,Kengeri,8865,17,06:30,Sunday,08-02-2024
444,Benniganahalli,Mylasandra (Mysore Raod),9455,17,04:30,Sunday,11-02-2024
445,Benniganahalli,Corporation (Kalinga RD),10100,25,10:20,Tuesday,01-02-2024
446,Benniganahalli,Corporation Office,10556,19,07:00,Thursday,07-02-2024
447,Benniganahalli,IIM-B,10605,25,01:20,Monday,18-02-2024
448,Benniganahalli,Lalbagh Main Gate,17884,22,06:00,Wednesday,05-02-2024
449,Benniganahalli,Purnima Bus Stop,12208,30,08:50,Tuesday,10-02-2024
450,Benniganahalli,G.D. Marra (J.P. Nagar 3rd Ph),13150,27,15:30,Saturday,29-02-2024
451,Benniganahalli,BTM Check Post,18405,22,15:00,Sunday,20-02-2024
452,Benniganahalli,BIAL Bus Stop,19032,23,18:40,Monday,11-02-2024
453,Benniganahalli,Malleshwaram 18th Cross,19434,22,19:00,Tuesday,28-02-2024
454,Benniganahalli,Madiwala (Check Post),20183,32,13:10,Wednesday,06-02-2024
455,Benniganahalli,Bangalore University Gate,16224,22,21:10,Sunday,11-02-2024
456,Benniganahalli,Panthara palya,13262,29,15:30,Wednesday,05-02-2024
457,Benniganahalli,Vinayaka Stop,16069,30,03:30,Wednesday,25-02-2024
458,Benniganahalli,Jaraganhalli,22116,53,20:30,Monday,03-02-2024
459,Benniganahalli,Metro Mall (Kanakapura RD),14910,29,03:40,Sunday,09-02-2024
460,Benniganahalli,Sarakki Gate,17774,22,23:20,Friday,25-02-2024
461,Benniganahalli,Jayadeva (Opp Shoppers Stop),15739,39,19:30,Friday,02-02-2024
462,Benniganahalli,Byatarayanapura (Blry RD),18403,47,02:10,Tuesday,05-02-2024
463,Benniganahalli,Esteem Mall,28694,42,01:40,Friday,24-02-2024
464,Benniganahalli,Jal Bhavan (Bannerghatta RD),21209,49,16:20,Sunday,10-02-2024
465,Benniganahalli,Kodihalli,23093,90,20:00,Saturday,18-02-2024
466,Benniganahalli,Electric Stop (Manipal Center),22432,90,11:40,Tuesday,26-02-2024
467,Benniganahalli,Cunnighama Road,16538,70,13:00,Thursday,03-02-2024
468,Benniganahalli,Jn. of Koramangala 80ft RD,18711,75,06:30,Tuesday,16-02-2024
469,Benniganahalli,Bommanahalli,26430,41,09:20,Wednesday,15-02-2024
470,Benniganahalli,Hotel Windsor Manor (Le Meride,17099,22,02:50,Sunday,04-02-2024
471,Benniganahalli,Halasuru (Ulsoor),12698,30,05:50,Saturday,02-02-2024
472,Benniganahalli,Taj Residency,13424,60,02:30,Monday,05-02-2024
473,Benniganahalli,Agara,16402,70,20:20,Sunday,01-02-2024
474,Benniganahalli,Accenture,14799,70,12:30,Wednesday,28-02-2024
475,Benniganahalli,Kalyananagar,14874,32,09:30,Wednesday,05-02-2024
476,Benniganahalli,Infosys (Parking Lot),13592,20,10:20,Tuesday,29-02-2024
477,Benniganahalli,Corporation (Kasturba Road),20153,32,03:50,Monday,17-02-2024
478,Benniganahalli,Hotel Le Meridean,23159,87,05:00,Thursday,27-02-2024
479,Benniganahalli,Military Accounts Office (Trin,22476,85,03:00,Sunday,29-02-2024
480,Benniganahalli,Command Hospital,24257,39,14:40,Thursday,29-02-2024
481,Benniganahalli,Hotel Leela Palace (Opp Royal,22610,51,01:40,Monday,10-02-2024
482,Benniganahalli,Borewell (Marathahali RD),21430,49,11:10,Thursday,14-02-2024
483,Benniganahalli,Central Silk Board (Hosur RD),17924,75,10:50,Thursday,22-02-2024
484,Benniganahalli,Minerva Circle,15651,20,17:40,Sunday,29-02-2024
485,Benniganahalli,Marathalli Bridge,22698,33,02:20,Tuesday,02-02-2024
486,Benniganahalli,HAL Main Gate (OPP),21489,32,04:00,Monday,18-02-2024
487,Benniganahalli,Koramangala Water tank,17512,22,09:20,Monday,04-02-2024
488,Benniganahalli,Jn.of Sarjapur RD,15089,20,08:40,Friday,01-02-2024
489,Benniganahalli,Intel,19327,22,10:20,Friday,20-02-2024
490,Benniganahalli,Marathahalli Bridge (ORR),21940,28,17:40,Saturday,06-02-2024
491,Benniganahalli,Chikkalasandra Bus Stand,21084,32,18:20,Monday,19-02-2024
492,Benniganahalli,Padmanabhanagara,21826,37,07:10,Saturday,12-02-2024
493,Benniganahalli,Dalmiya Circle (J.P. Nagar 3rd,20970,28,06:30,Monday,07-02-2024
494,Benniganahalli,Vijaya College,21002,37,09:40,Saturday,27-02-2024
495,Benniganahalli,Kalyananagar,17763,22,23:00,Thursday,11-02-2024
496,Benniganahalli,Kempe Gowda Bus Station,18220,27,09:40,Thursday,24-02-2024
497,Benniganahalli,Hotel Grand Ashoka,20427,28,18:10,Saturday,09-02-2024
498,Benniganahalli,Rajajinagar/Navaranga,24317,28,04:10,Sunday,13-02-2024
499,Benniganahalli,Malleshwaram Bus Station,22789,28,10:40,Tuesday,22-02-2024
500,Benniganahalli,Sadashivanagar Bhashyam Circle,24938,38,12:20,Sunday,04-02-2024
501,Benniganahalli,Kuvempu Nagar (BTM Layout),21806,28,00:10,Saturday,28-02-2024
502,Benniganahalli,Bamboo Bazaar,23964,28,19:30,Friday,23-02-2024
503,Benniganahalli,Coles RD (Jn. Of Netaji RD),25778,41,04:40,Monday,05-02-2024
504,Benniganahalli,Venketeshpuram01,24827,29,00:30,Wednesday,26-02-2024
505,Benniganahalli,Thanisandra Petrol Bunk,26328,29,19:30,Tuesday,19-02-2024
506,Benniganahalli,RK Hegde nagar,27589,29,03:40,Monday,21-02-2024
507,Benniganahalli,Diamond District,21758,32,03:00,Friday,17-02-2024
508,Benniganahalli,Shivaji Nagar Bus Station,21452,28,16:40,Friday,10-02-2024
509,Benniganahalli,Vasanth Nagar (Ambedkar Bhavan,21885,28,07:00,Wednesday,25-02-2024
510,Benniganahalli,K Narayanapura Cross (RK Hegde,24289,29,11:40,Wednesday,02-02-2024
511,Benniganahalli,RAK Apartments,23806,28,16:10,Monday,06-02-2024
512,Benniganahalli,Thinnasandra,25202,38,18:40,Thursday,10-02-2024
513,Benniganahalli,Gubbi Cross,25370,38,22:00,Thursday,14-02-2024
514,Benniganahalli,Geddalahalli,27734,40,08:20,Thursday,03-02-2024
515,Benniganahalli,Vidyasagar Cross (Sarai palya),22214,37,06:50,Thursday,21-02-2024
516,Benniganahalli,Thinnasandra Petrol Bunk,21606,37,14:30,Saturday,05-02-2024
517,Benniganahalli,Jn. Of Nagavara,21328,32,05:00,Tuesday,13-02-2024
518,Benniganahalli,Railway Gate (Frazer Town),23832,33,17:00,Saturday,20-02-2024
519,Benniganahalli,P and T Colony,19187,22,10:00,Wednesday,17-02-2024
520,Benniganahalli,CSI Hospital,20605,37,06:30,Friday,07-02-2024
521,Benniganahalli,Gandhi Statue (Chinnaswami),24013,33,18:00,Wednesday,05-02-2024
522,Benniganahalli,Spice Garden,18543,22,14:30,Saturday,10-02-2024
523,Benniganahalli,Kundalahalli Gate,18143,22,23:10,Tuesday,03-02-2024
524,Benniganahalli,Museum road,21389,37,04:00,Saturday,24-02-2024
525,Benniganahalli,Clarence School,20256,37,13:50,Friday,08-02-2024
526,Benniganahalli,Charles School Bus Stop,20782,37,05:00,Monday,10-02-2024
527,Benniganahalli,Lingarajpura,19997,37,09:50,Sunday,04-02-2024
528,Benniganahalli,Hosur Bande,22808,42,08:20,Sunday,29-02-2024
529,Benniganahalli,Byrthi Bande,23746,39,00:30,Wednesday,23-02-2024
530,Benniganahalli,Bible College,23979,37,00:40,Friday,05-02-2024
531,Benniganahalli,Kadasonnapanahalli,28643,42,04:30,Thursday,05-02-2024
532,Benniganahalli,Jyothi School,25019,41,19:50,Friday,14-02-2024
533,Benniganahalli,Siddagunta Palya,25040,41,11:30,Tuesday,14-02-2024
534,Benniganahalli,Tin Factory,24343,39,17:10,Friday,06-02-2024
535,Benniganahalli,Kacharakanahalli,33368,43,09:00,Sunday,15-02-2024
536,Benniganahalli,K.R. Puram Bus Stand,30933,43,01:40,Friday,19-02-2024
537,Benniganahalli,Siddaguntapalya Cross,22395,37,04:50,Sunday,28-02-2024
538,Benniganahalli,Trinity Circle (TAJ RESIDENCY),29131,42,08:30,Monday,03-02-2024
539,Benniganahalli,ST John's Hospital,28730,52,13:20,Friday,22-02-2024
540,Benniganahalli,Garuda Mall,25303,40,12:40,Monday,15-02-2024
541,Benniganahalli,M.G. Road (Mayo Hall),32661,43,19:00,Tuesday,14-02-2024
542,Benniganahalli,Hennur (Bagalur RD),23223,87,12:00,Monday,17-02-2024
543,Benniganahalli,Kothanur,22902,51,00:10,Monday,10-02-2024
544,Benniganahalli,Church Cross (Bagalur RD),26133,41,19:40,Monday,04-02-2024
545,Benniganahalli,Chakkalatti,25575,41,22:30,Saturday,18-02-2024
546,Benniganahalli,Bagalur,23553,39,20:20,Tuesday,26-02-2024
547,Benniganahalli,State Bank  (Electronic City),25717,41,04:10,Saturday,11-02-2024
548,Benniganahalli,Koodlu Gate,26100,41,06:20,Sunday,01-02-2024
549,Benniganahalli,Konappana Agarahara,27403,42,23:00,Friday,03-02-2024
550,Benniganahalli,Anepalya,23289,39,03:30,Wednesday,15-02-2024
551,Benniganahalli,Adugodi,23166,39,11:00,Sunday,18-02-2024
552,Benniganahalli,Ayyappaswami Temple (Madiwala),27240,50,21:10,Thursday,04-02-2024
553,Benniganahalli,Tavakal Mosque,31855,46,08:10,Thursday,09-02-2024
554,Benniganahalli,Dell Complex,26709,92,18:20,Tuesday,25-02-2024
555,Benniganahalli,Indian Express,31528,96,17:00,Monday,19-02-2024
556,Benniganahalli,HSR Layout (BDA Complex),32700,110,17:20,Tuesday,17-02-2024
557,Benniganahalli,DELL Complex (Hero Honda),26724,44,16:20,Sunday,26-02-2024
558,Benniganahalli,Singasandra,30096,42,10:10,Wednesday,02-02-2024
559,Benniganahalli,P.E.S. College,30964,42,18:00,Sunday,03-02-2024
560,Benniganahalli,Junnasandara Gate,32491,43,17:40,Thursday,11-02-2024
561,Benniganahalli,Dodda Kannelli,27475,42,13:40,Thursday,25-02-2024
562,Benniganahalli,Ambedkar Nagar (Sarjapura Rd),27783,52,19:30,Saturday,05-02-2024
563,Benniganahalli,Kodathi Gate,31378,42,17:10,Friday,06-02-2024
564,Benniganahalli,Shoole Kunte,30400,42,05:00,Wednesday,20-02-2024
565,Benniganahalli,Choudenahall Gate,33397,44,10:30,Wednesday,22-02-2024
566,Benniganahalli,Chambenahalli Gate,29981,42,22:00,Friday,24-02-2024
567,Benniganahalli,Depot - 15,35378,45,20:00,Monday,18-02-2024
568,Benniganahalli,Ibbalur,31508,57,00:40,Tuesday,28-02-2024
569,Benniganahalli,Dommasandra Circle,34812,44,17:00,Tuesday,07-02-2024
570,Benniganahalli,Yamare Village,32220,57,16:50,Monday,27-02-2024
571,Benniganahalli,Sompura Gate,29354,42,14:50,Wednesday,27-02-2024
572,Benniganahalli,Sarjapura,37370,45,22:40,Saturday,12-02-2024
573,Benniganahalli,Trinity Circle (Church),5555,15,20:20,Tuesday,07-02-2024
574,Benniganahalli,Frazer Town (Post Office),23356,42,13:40,Monday,17-02-2024
575,Benniganahalli,Sarai Palya (Vidyasagar Cross),25303,24,02:10,Friday,01-02-2024
576,Benniganahalli,St Johns Hospital,25045,41,20:30,Tuesday,19-02-2024
577,Benniganahalli,Krupanidhi College,24083,39,23:50,Thursday,14-02-2024
578,Benniganahalli,Vivek Nagar Cross,27279,41,20:20,Thursday,02-02-2024
579,Benniganahalli,Sonkad Gate,32814,57,16:20,Tuesday,29-02-2024
580,Benniganahalli,Electronic City (Hosur Rd),26118,47,00:10,Sunday,08-02-2024
581,Benniganahalli,Madiwala Market,27979,42,15:50,Tuesday,07-02-2024
582,Benniganahalli,Byatarayanapura Police Station,21783,82,23:20,Tuesday,15-02-2024
583,Benniganahalli,BWSSB Quaters,17178,39,23:30,Saturday,28-02-2024
584,Benniganahalli,M.G. RD (Manipal Centre),26004,90,23:20,Sunday,06-02-2024
585,Benniganahalli,Muttanalur Cross,37129,57,14:40,Tuesday,11-02-2024
586,Cantonment RLWY Station,Philips (Ulsoor Lake),23509,39,12:50,Sunday,13-02-2024
587,Cantonment RLWY Station,Binnamangala,23421,39,11:50,Tuesday,11-02-2024
588,Cantonment RLWY Station,Benniganahalli,21190,37,22:20,Tuesday,20-02-2024
589,Cantonment RLWY Station,Depot - 10,7540,15,02:00,Tuesday,20-02-2024
590,Cantonment RLWY Station,Varthurkodi,6134,15,18:50,Friday,08-02-2024
591,Cantonment RLWY Station,Marathahalli (Jn. Vartur and O,3350,5,05:20,Thursday,18-02-2024
592,Cantonment RLWY Station,Raja Rajeshwari Talkies,4792,10,21:40,Sunday,24-02-2024
593,Cantonment RLWY Station,Koramangala (Jn. Ejipura RD),4657,0,22:10,Wednesday,12-02-2024
594,Cantonment RLWY Station,GPO,11419,35,02:20,Saturday,12-02-2024
595,Cantonment RLWY Station,Koramangala (80 FT RD),17077,30,20:40,Thursday,04-02-2024
596,Cantonment RLWY Station,Koramangala (SONY World),19254,35,08:20,Saturday,07-02-2024
597,Cantonment RLWY Station,Kaggadasapura Jn (Big Bazaar),16446,34,11:30,Tuesday,03-02-2024
598,Cantonment RLWY Station,K. R. Puram Rlwy Station,10536,19,02:40,Sunday,18-02-2024
599,Cantonment RLWY Station,ITI Bus Stop,15438,20,18:50,Saturday,15-02-2024
600,Cantonment RLWY Station,Vannar Pete,15078,20,04:40,Friday,12-02-2024
601,Cantonment RLWY Station,Passport Office,17410,70,06:50,Monday,20-02-2024
